"Risk","Similarity","Work","FreeeInvoiceId","BillingDate","Account","WorkStatus","Invoice","LineWork","LineStatus","Description","Product","Amount","ResolveMessage","Confidence","LineWorkId","CreatedInvoiceLineId"
"OK","1","MFIW-000091","58689117","2026-05-19","サンフロンティア不動産株式会社","反映済み","INV-0000000076","MFILW-000161","反映済み","Rendery（月額）","Rendery Proプラン","64000","Matched by unit price.","0.65","a0ERB00000NrydV2AR","a01RB00001VeDdxYAF"
"OK","1","MFIW-000104","58549457","2026-05-20","株式会社建新","反映済み","INV-0000000089","MFILW-000175","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NryfI2AR","a01RB00001VeDeBYAV"
"OK","1","MFIW-000106","58549463","2026-05-20","柏井建設 株式会社","反映済み","INV-0000000091","MFILW-000177","反映済み","Rendery Enterpriseプラン5アカウント_月額","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000NryfK2AR","a01RB00001VeDeDYAV"
"OK","1","MFIW-000110","58549473","2026-05-20","株式会社スタイルテック総合計画","反映済み","INV-0000000095","MFILW-000181","反映済み","Rendery Enterpriseプラン_5アカウント_月払い","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000NryfO2AR","a01RB00001VeDeHYAV"
"OK","1","MFIW-000108","58549467","2026-05-20","コンチネンタルホーム株式会社","反映済み","INV-0000000093","MFILW-000179","反映済み","Rendery_Proプラン_3アカウント(月額費用)","Rendery Proプラン","24000","Matched by unit price.","0.65","a0ERB00000NryfM2AR","a01RB00001VeDeFYAV"
"OK","1","MFIW-000107","58549465","2026-05-20","花菱不動産株式会社","反映済み","INV-0000000092","MFILW-000178","反映済み","Rendery Proプラン2アカウント_月額費用(月払い)","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000NryfL2AR","a01RB00001VeDeEYAV"
"OK","1","MFIW-000103","58549455","2026-05-20","株式会社夢のおてつだい","反映済み","INV-0000000088","MFILW-000174","反映済み","KnockKnockAI_Proプラン(月額)","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000NryfH2AR","a01RB00001VeDeAYAV"
"OK","1","MFIW-000096","58549436","2026-05-20","株式会社ケン・プロパティマネジメント","反映済み","INV-0000000081","MFILW-000166","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000Nryf92AB","a01RB00001VeDe2YAF"
"OK","1","MFIW-000095","58549433","2026-05-20","三井不動産レジデンシャルリース株式会社","反映済み","INV-0000000080","MFILW-000165","反映済み","Rendery Enterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","132000","Confirmed by migration rule: [OLD] Rendery Enterpriseプラン(2025年9月まで)","0.65","a0ERB00000Nryf82AB","a01RB00001VeDe1YAF"
"OK","1","MFIW-000098","58549442","2026-05-20","株式会社アールシーコア","反映済み","INV-0000000083","MFILW-000168","反映済み","Rendery Enterpriseプラン10アカウント_月額","Rendery Enterpriseプラン","150000","Matched by unit price.","0.65","a0ERB00000NryfB2AR","a01RB00001VeDe4YAF"
"OK","1","MFIW-000100","58549447","2026-05-20","株式会社三福管理センター","反映済み","INV-0000000085","MFILW-000171","反映済み","KnockKnockAI_Proプラン","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000NryfE2AR","a01RB00001VeDe7YAF"
"OK","1","MFIW-000098","58549442","2026-05-20","株式会社アールシーコア","反映済み","INV-0000000083","MFILW-000169","反映済み","セキュリティオプション+_運用費用_月額","Rendery セキュリティオプション+_運用費用","100000","Confirmed by migration rule: Rendery セキュリティオプション+_運用費用","0.65","a0ERB00000NryfC2AR","a01RB00001VeDe5YAF"
"OK","1","MFIW-000221","58573600","2026-05-20","TC神鋼不動産株式会社","要確認","","MFILW-000320","取得済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Matched by unit price.","0.65","a0ERB00000OjwBl2AJ",""
"OK","1","MFIW-000113","58549480","2026-05-20","株式会社フィールド・デザイン・アーキテクツ一級建築士事務所","反映済み","INV-0000000098","MFILW-000184","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NryfR2AR","a01RB00001VeDeKYAV"
"OK","1","MFIW-000241","58573635","2026-05-20","株式会社デザインアーク","反映済み","INV-0000000169","MFILW-000340","反映済み","Rendery_Enterpriseプラン","Rendery_Enterpriseプラン","55000","Exact ProductMaster.Name match.","1","a0ERB00000OjwQH2AZ","a01RB00001ZLxrjYAD"
"OK","1","MFIW-000111","58549475","2026-05-20","株式会社ecoaハウス","反映済み","INV-0000000096","MFILW-000182","反映済み","Rendery Enterpriseプラン_5アカウント_月払い","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000NryfP2AR","a01RB00001VeDeIYAV"
"OK","1","MFIW-000112","58549477","2026-05-20","Asplead株式会社","反映済み","INV-0000000097","MFILW-000183","反映済み","Rendery Proプラン2アカウント_月額費用(月払い)","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000NryfQ2AR","a01RB00001VeDeJYAV"
"OK","1","MFIW-000099","58549444","2026-05-20","豊通ファシリティーズ株式会社","反映済み","INV-0000000084","MFILW-000170","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NryfD2AR","a01RB00001VeDe6YAF"
"OK","1","MFIW-000119","59295041","2026-05-27","近鉄不動産株式会社","反映済み","INV-0000000103","MFILW-000198","反映済み","[月額費用]Rendery Enterpriseプラン_11アカウント","Rendery Enterpriseプラン","195000","Matched by unit price.","0.65","a0ERB00000Nryon2AB","a01RB00001VeDeXYAV"
"OK","1","MFIW-000120","60012375","2026-05-31","株式会社エリオクリエイト","反映済み","INV-0000000104","MFILW-000200","反映済み","Rendery_Proプラン_1アカウント(年間費用)","Rendery Proプラン","96000","Matched by unit price.","0.65","a0ERB00000Nrywr2AB","a01RB00001VeDeZYAV"
"OK","1","MFIW-000124","60970507","2026-06-18","株式会社デザインアーク","反映済み","INV-0000000107","MFILW-000205","反映済み","Rendery_Enterpriseプラン","Rendery Enterpriseプラン","198000","Normalized ProductMaster.Name match.","0.95","a0ERB00000NrzOH2AZ","a01RB00001VeDedYAF"
"OK","1","MFIW-000127","60979452","2026-06-19","不動産A株式会社","反映済み","INV-0000000003","MFILW-000208","反映済み","RenderyProプラン×３契約","Rendery Proプラン","24000","Matched by unit price.","0.65","a0ERB00000NrzPv2AJ","a01RB00001Uvs57YAB"
"OK","1","MFIW-000131","60792886","2026-06-20","株式会社ケン・プロパティマネジメント","反映済み","INV-0000000113","MFILW-000212","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrzRX2AZ","a01RB00001VeDejYAF"
"OK","1","MFIW-000133","60792891","2026-06-20","株式会社アールシーコア","反映済み","INV-0000000115","MFILW-000214","反映済み","Rendery Enterpriseプラン10アカウント_月額","Rendery Enterpriseプラン","150000","Matched by unit price.","0.65","a0ERB00000NrzRZ2AZ","a01RB00001VeDelYAF"
"OK","1","MFIW-000130","60792884","2026-06-20","三井不動産レジデンシャルリース株式会社","反映済み","INV-0000000112","MFILW-000211","反映済み","Rendery Enterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","132000","Confirmed by migration rule: [OLD] Rendery Enterpriseプラン(2025年9月まで)","0.65","a0ERB00000NrzRW2AZ","a01RB00001VeDeiYAF"
"OK","1","MFIW-000204","60905395","2026-06-20","野村不動産株式会社","要確認","","MFILW-000300","取得済み","Rendery Enterpriseプラン_10アカウント_月額","Rendery Enterpriseプラン","150000","Matched by unit price.","0.65","a0ERB00000Ojnhy2AB",""
"OK","1","MFIW-000200","60899966","2026-06-20","サンフロンティア不動産株式会社","反映済み","INV-0000000160","MFILW-000296","反映済み","Rendery（月額）","Rendery Proプラン","64000","Matched by unit price.","0.65","a0ERB00000Ojnhu2AB","a01RB00001ZIQfjYAH"
"OK","1","MFIW-000197","60861189","2026-06-20","JOA株式会社","反映済み","INV-0000000145","MFILW-000293","反映済み","Rendery Enterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","55000","Matched by unit price.","0.65","a0ERB00000OjndL2AR","a01RB00001ZIQfUYAX"
"OK","1","MFIW-000134","60792892","2026-06-20","豊通ファシリティーズ株式会社","反映済み","INV-0000000116","MFILW-000216","反映済み","Rendery_Proプラン_２アカウント(月額費用)","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000NrzRb2AJ","a01RB00001VeDenYAF"
"OK","1","MFIW-000199","60861193","2026-06-20","株式会社レーベントラスト","反映済み","INV-0000000159","MFILW-000295","反映済み","KnockKnockAI_Proプラン(月額)","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000Ojnht2AB","a01RB00001ZIQfiYAH"
"OK","1","MFIW-000133","60792891","2026-06-20","株式会社アールシーコア","反映済み","INV-0000000115","MFILW-000215","反映済み","セキュリティオプション+_運用費用_月額","Rendery セキュリティオプション+_運用費用","100000","Confirmed by migration rule: Rendery セキュリティオプション+_運用費用","0.65","a0ERB00000NrzRa2AJ","a01RB00001VeDemYAF"
"OK","1","MFIW-000163","60792921","2026-06-20","株式会社ドムコス","反映済み","INV-0000000150","MFILW-000258","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjnWf2AJ","a01RB00001ZIQfZYAX"
"OK","1","MFIW-000214","60953422","2026-06-20","ジーク株式会社","反映済み","INV-0000000166","MFILW-000313","反映済み","Rendery Enterpriseプラン_5アカウント_月払い","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000OjniB2AR","a01RB00001ZIQfpYAH"
"OK","1","MFIW-000164","60792923","2026-06-20","近鉄不動産株式会社","要確認","","MFILW-000259","取得済み","[月額費用]Rendery Enterpriseプラン_13アカウント","Rendery Enterpriseプラン","195000","Matched by unit price.","0.65","a0ERB00000OjnWg2AJ",""
"OK","1","MFIW-000141","60792900","2026-06-20","柏井建設 株式会社","反映済み","INV-0000000123","MFILW-000223","反映済み","Rendery Enterpriseプラン5アカウント_月額","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000NrzRi2AJ","a01RB00001VeDeuYAF"
"OK","1","MFIW-000165","60792925","2026-06-20","西日本旅客鉄道株式会社","反映済み","INV-0000000151","MFILW-000261","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjnWi2AJ","a01RB00001ZIQfaYAH"
"OK","1","MFIW-000212","60952846","2026-06-20","","要確認","","MFILW-000311","取得済み","Rendery Enterpriseプラン_1アカウント(26年6月-27年3月分)","Rendery Enterpriseプラン","150000","Matched by unit price.","0.65","a0ERB00000Ojni92AB",""
"OK","1","MFIW-000207","60907136","2026-06-20","","要確認","","MFILW-000305","取得済み","Rendery Enterpriseプラン_月額","Rendery Enterpriseプラン","30000","Matched by unit price.","0.65","a0ERB00000Ojni32AB",""
"OK","1","MFIW-000205","60905677","2026-06-20","株式会社ジョイフル本田","反映済み","INV-0000000163","MFILW-000302","反映済み","Rendery Proプラン_月額","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000Ojni02AB","a01RB00001ZIQfmYAH"
"OK","1","MFIW-000210","60946173","2026-06-20","株式会社エリオクリエイト","反映済み","INV-0000000164","MFILW-000308","反映済み","Rendery_Proプラン_1アカウント(年間費用)","Rendery Proプラン","96000","Matched by unit price.","0.65","a0ERB00000Ojni62AB","a01RB00001ZIQfnYAH"
"OK","1","MFIW-000209","60946048","2026-06-20","","要確認","","MFILW-000307","取得済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000Ojni52AB",""
"OK","1","MFIW-000145","60792906","2026-06-20","株式会社スタイルテック総合計画","反映済み","INV-0000000127","MFILW-000227","反映済み","Rendery Enterpriseプラン_5アカウント_月払い","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000NrzRm2AJ","a01RB00001VeDeyYAF"
"OK","1","MFIW-000146","60792907","2026-06-20","株式会社ecoaハウス","反映済み","INV-0000000128","MFILW-000228","反映済み","Rendery Enterpriseプラン_5アカウント_月払い","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000NrzRn2AJ","a01RB00001VeDezYAF"
"OK","1","MFIW-000183","60861173","2026-06-20","株式会社デザインアーク","要確認","","MFILW-000279","取得済み","Rendery_Enterpriseプラン","Rendery_Enterpriseプラン","165000","Exact ProductMaster.Name match.","1","a0ERB00000Ojnd72AB",""
"OK","1","MFIW-000185","60861175","2026-06-20","ANAスカイビルサービス株式会社","反映済み","INV-0000000136","MFILW-000281","反映済み","Rendery_Proプラン(月額)","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000Ojnd92AB","a01RB00001ZIQfLYAX"
"OK","1","MFIW-000184","60861174","2026-06-20","吉村紳 一級建築士事務所","反映済み","INV-0000000135","MFILW-000280","反映済み","Rendery_Proプラン(月額)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000Ojnd82AB","a01RB00001ZIQfKYAX"
"OK","1","MFIW-000148","60792910","2026-06-20","Asplead株式会社","反映済み","INV-0000000130","MFILW-000230","反映済み","Rendery Proプラン2アカウント_月額費用(月払い)","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000NrzRp2AJ","a01RB00001VeDf1YAF"
"OK","1","MFIW-000159","60792913","2026-06-20","株式会社フィールド・デザイン・アーキテクツ一級建築士事務所","反映済み","INV-0000000146","MFILW-000254","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjnWb2AJ","a01RB00001ZIQfVYAX"
"OK","1","MFIW-000147","60792909","2026-06-20","株式会社ドムコス","反映済み","INV-0000000129","MFILW-000229","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NrzRo2AJ","a01RB00001VeDf0YAF"
"OK","1","MFIW-000180","60861170","2026-06-20","","要確認","","MFILW-000276","取得済み","RenderyEnterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","44000","Matched by unit price.","0.65","a0ERB00000Ojnd42AB",""
"OK","1","MFIW-000179","60861169","2026-06-20","","要確認","","MFILW-000275","取得済み","RenderyEnterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","11000","Matched by unit price.","0.65","a0ERB00000Ojnd32AB",""
"OK","1","MFIW-000172","60861158","2026-06-20","株式会社Housebank千葉","要確認","","MFILW-000268","取得済み","knock knock AI Proプラン(月額)","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000OjnWp2AJ",""
"OK","1","MFIW-000161","60792917","2026-06-20","株式会社安井建築設計事務所","反映済み","INV-0000000148","MFILW-000256","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjnWd2AJ","a01RB00001ZIQfXYAX"
"OK","1","MFIW-000139","60792898","2026-06-20","株式会社建新","反映済み","INV-0000000121","MFILW-000221","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrzRg2AJ","a01RB00001VeDesYAF"
"OK","1","MFIW-000135","60792893","2026-06-20","株式会社三福管理センター","反映済み","INV-0000000117","MFILW-000217","反映済み","KnockKnockAI_Proプラン","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000NrzRc2AJ","a01RB00001VeDeoYAF"
"OK","1","MFIW-000138","60792897","2026-06-20","株式会社夢のおてつだい","反映済み","INV-0000000120","MFILW-000220","反映済み","KnockKnockAI_Proプラン(月額)","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000NrzRf2AJ","a01RB00001VeDerYAF"
"OK","1","MFIW-000143","60792904","2026-06-20","コンチネンタルホーム株式会社","反映済み","INV-0000000125","MFILW-000225","反映済み","Rendery_Proプラン_3アカウント(月額費用)","Rendery Proプラン","24000","Matched by unit price.","0.65","a0ERB00000NrzRk2AJ","a01RB00001VeDewYAF"
"OK","1","MFIW-000187","60861179","2026-06-20","","要確認","","MFILW-000283","取得済み","Rendery_Pro_月額","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjndB2AR",""
"OK","1","MFIW-000160","60792915","2026-06-20","株式会社紀伊國屋書店","反映済み","INV-0000000147","MFILW-000255","反映済み","Rendery Proプラン5アカウント_月額","Rendery Proプラン","40000","Matched by unit price.","0.65","a0ERB00000OjnWc2AJ","a01RB00001ZIQfWYAX"
"OK","1","MFIW-000190","60861182","2026-06-20","株式会社ムゲンエステート","反映済み","INV-0000000139","MFILW-000286","反映済み","Rendery_Pro(月額)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjndE2AR","a01RB00001ZIQfOYAX"
"OK","1","MFIW-000142","60792903","2026-06-20","花菱不動産株式会社","反映済み","INV-0000000124","MFILW-000224","反映済み","Rendery Proプラン2アカウント_月額費用(月払い)","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000NrzRj2AJ","a01RB00001VeDevYAF"
"OK","1","MFIW-000155","62350392","2026-06-23","株式会社乃村工藝社","反映済み","INV-0000000132","MFILW-000249","反映済み","Rendery_Proプラン_4アカウント(月額費用)","Rendery Proプラン","32000","Matched by unit price.","0.65","a0ERB00000OjnEr2AJ","a01RB00001ZHzopYAD"
